order_detail_id,order_date,product_id,customer_id,origin_id,quantity,unitprice_rupiah,totalprice_rupiah,totalcost_rupiah,shippingprice_rupiah,product_name,model_name,color,size_range,sub_category,category,customer_name,gender,maritalstatus,birthdate,customer_city,customer_country,territory_region,territory_country,territory_groups
SO47203-1,2018-05-08,370,25883,6,1,34206900,34206900,21263010,855173,"Road-250 Red, 52",Road-250,Red,48-52 CM,Road Bikes,Bikes,Luis Carter,M,M,1969-03-02,Westminster,Canada,Canada,Canada,North America
SO47204-1,2018-05-08,377,25371,6,1,30541875,30541875,18489573,763547,"Road-250 Black, 52",Road-250,Black,48-52 CM,Road Bikes,Bikes,Renee Gomez,F,M,1993-10-02,Cliffside,Canada,Canada,Canada,North America
SO47207-1,2018-05-08,337,27043,6,1,10961860,10961860,6813892,274047,"Road-650 Black, 62",Road-650,Black,60-62 CM,Road Bikes,Bikes,Dalton Murphy,M,S,1978-09-06,Oak Bay,Canada,Canada,Canada,North America
SO47215-1,2018-06-08,368,28836,6,1,34206900,34206900,21263010,855173,"Road-250 Red, 44",Road-250,Red,42-46 CM,Road Bikes,Bikes,Lauren Cook,F,S,1991-08-08,Metchosin,Canada,Canada,Canada,North America
SO47221-1,2018-07-08,370,13823,7,1,34206900,34206900,21263010,855173,"Road-250 Red, 52",Road-250,Red,48-52 CM,Road Bikes,Bikes,Margaret Zheng,F,M,1982-06-05,Verrieres Le Buisson,France,France,France,Europe
SO47222-1,2018-07-08,381,26316,6,1,14006125,14006125,8479089,350153,"Road-550-W Yellow, 38",Road-550-W,Yellow,38-40 CM,Road Bikes,Bikes,Stephanie Hughes,F,S,1989-07-10,Oak Bay,Canada,Canada,Canada,North America
SO47223-1,2018-07-08,370,25875,6,1,34206900,34206900,21263010,855173,"Road-250 Red, 52",Road-250,Red,48-52 CM,Road Bikes,Bikes,Jocelyn Price,F,M,1968-12-06,Port Hammond,Canada,Canada,Canada,North America
SO47231-1,2018-07-08,362,11564,8,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Jorge Liang,M,S,1986-12-07,Frankfurt am Main,Germany,Germany,Germany,Europe
SO47232-1,2018-08-08,373,15627,8,1,30541875,30541875,18489573,763547,"Road-250 Black, 44",Road-250,Black,42-46 CM,Road Bikes,Bikes,Troy Srini,M,S,1993-12-12,Frankfurt am Main,Germany,Germany,Germany,Europe
SO47237-1,2018-08-08,368,28834,6,1,34206900,34206900,21263010,855173,"Road-250 Red, 44",Road-250,Red,42-46 CM,Road Bikes,Bikes,Natalie Hill,F,M,1991-04-04,Victoria,Canada,Canada,Canada,North America
SO47242-1,2018-08-08,362,28540,7,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Leah Zhang,F,M,1996-02-11,Courbevoie,France,France,France,Europe
SO47252-1,2018-09-08,352,12676,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Michele Madan,F,S,1996-04-06,Bendigo,Australia,Australia,Australia,Pacific
SO47253-1,2018-09-08,356,12683,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Laura Zhou,F,S,1993-01-02,Hervey Bay,Australia,Australia,Australia,Pacific
SO47255-1,2018-10-08,358,11561,8,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 38",Mountain-200,Black,38-40 CM,Mountain Bikes,Bikes,Briana Dominguez,F,S,1987-12-07,MÃ¼nchen,Germany,Germany,Germany,Europe
SO47267-1,2018-11-08,352,12674,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Jimmy Travers,M,M,1997-03-07,Rockhampton,Australia,Australia,Australia,Pacific
SO47269-1,2018-12-08,362,28512,7,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Dwayne Alonso,M,S,1990-12-11,Paris,France,France,France,Europe
SO47270-1,2018-12-08,360,28519,7,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Jésus Ramos,M,M,1990-03-10,Colombes,France,France,France,Europe
SO47272-1,2018-12-08,371,29013,6,1,30541875,30541875,18489573,763547,"Road-250 Red, 58",Road-250,Red,54-58 CM,Road Bikes,Bikes,Emma Hall,F,S,1970-10-05,Westminster,Canada,Canada,Canada,North America
SO47279-1,2018-12-08,362,12680,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,George Sanchez,M,S,1992-02-07,Sydney,Australia,Australia,Australia,Pacific
SO47285-1,2019-01-08,373,29135,6,1,30541875,30541875,18489573,763547,"Road-250 Black, 44",Road-250,Black,42-46 CM,Road Bikes,Bikes,Adam Allen,M,M,1984-04-10,Haney,Canada,Canada,Canada,North America
SO47302-1,2019-02-08,360,12670,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Sarah Martinez,F,S,1996-09-07,Sydney,Australia,Australia,Australia,Pacific
SO47305-1,2019-03-08,369,25393,6,1,34206900,34206900,21263010,855173,"Road-250 Red, 48",Road-250,Red,48-52 CM,Road Bikes,Bikes,Lucas Cox,M,M,1992-02-12,Sooke,Canada,Canada,Canada,North America
SO47306-1,2019-03-08,369,28798,6,1,34206900,34206900,21263010,855173,"Road-250 Red, 48",Road-250,Red,48-52 CM,Road Bikes,Bikes,Timothy Phillips,M,S,1980-05-06,Royal Oak,Canada,Canada,Canada,North America
SO47314-1,2019-03-08,362,12673,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Colin Stone,M,M,1997-04-08,Melbourne,Australia,Australia,Australia,Pacific
SO47323-1,2019-05-08,362,28529,7,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Tara Chande,F,S,1988-08-06,Orleans,France,France,France,Europe
SO47328-1,2019-05-08,360,12681,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Christy Chow,F,S,1992-08-03,Caloundra,Australia,Australia,Australia,Pacific
SO47339-1,2019-07-08,371,15626,8,1,30541875,30541875,18489573,763547,"Road-250 Red, 58",Road-250,Red,54-58 CM,Road Bikes,Bikes,Eduardo White,M,M,1993-11-07,Bottrop,Germany,Germany,Germany,Europe
SO47344-1,2019-07-08,354,12686,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 42",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Trisha Zhou,F,S,1993-06-10,Bendigo,Australia,Australia,Australia,Pacific
SO47462-1,2017-02-09,375,15926,8,1,30541875,30541875,18489573,763547,"Road-250 Black, 48",Road-250,Black,48-52 CM,Road Bikes,Bikes,Donna Deng,F,S,1976-12-02,Berlin,Germany,Germany,Germany,Europe
SO47463-1,2017-02-09,373,14203,7,1,30541875,30541875,18489573,763547,"Road-250 Black, 44",Road-250,Black,42-46 CM,Road Bikes,Bikes,Seth Rodriguez,M,S,1968-02-05,Bobigny,France,France,France,Europe
SO47470-1,2017-03-09,358,28685,7,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 38",Mountain-200,Black,38-40 CM,Mountain Bikes,Bikes,Marshall Zhu,M,M,1991-04-03,Drancy,France,France,France,Europe
SO47476-1,2017-03-09,352,12693,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Ruth Gonzalez,F,M,1991-09-01,Rhodes,Australia,Australia,Australia,Pacific
SO47477-1,2017-04-09,352,28560,7,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Peggy Smith,F,S,1992-06-04,Croix,France,France,France,Europe
SO47483-1,2017-05-09,379,14424,7,1,30541875,30541875,18489573,763547,"Road-250 Black, 58",Road-250,Black,54-58 CM,Road Bikes,Bikes,Stefanie Raman,F,S,1977-08-07,Verrieres Le Buisson,France,France,France,Europe
SO47491-1,2017-07-09,369,15932,8,1,34206900,34206900,21263010,855173,"Road-250 Red, 48",Road-250,Red,48-52 CM,Road Bikes,Bikes,Tabitha Jimenez,F,M,1975-11-09,Sulzbach Taunus,Germany,Germany,Germany,Europe
SO47494-1,2017-08-09,373,15927,8,1,30541875,30541875,18489573,763547,"Road-250 Black, 44",Road-250,Black,42-46 CM,Road Bikes,Bikes,Gilbert Huang,M,S,1976-04-12,Berlin,Germany,Germany,Germany,Europe
SO47495-1,2017-08-09,368,16196,8,1,34206900,34206900,21263010,855173,"Road-250 Red, 44",Road-250,Red,42-46 CM,Road Bikes,Bikes,Kurt Raheem,M,M,1994-09-10,Frankfurt am Main,Germany,Germany,Germany,Europe
SO47498-1,2017-08-09,325,27071,6,1,10961860,10961860,6813892,274047,"Road-650 Red, 62",Road-650,Red,60-62 CM,Road Bikes,Bikes,Anthony Clark,M,S,1991-09-01,Newton,Canada,Canada,Canada,North America
SO47501-1,2017-08-09,360,12214,10,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Julie Raje,F,M,1983-08-09,Leeds,United Kingdom,United Kingdom,United Kingdom,Europe
SO47510-1,2017-09-09,352,12688,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Stacy Navarro,F,S,1992-04-08,Hawthorne,Australia,Australia,Australia,Pacific
SO47511-1,2017-10-09,375,14200,7,1,30541875,30541875,18489573,763547,"Road-250 Black, 48",Road-250,Black,48-52 CM,Road Bikes,Bikes,Colleen Goel,F,M,1968-07-10,Colombes,France,France,France,Europe
SO47513-1,2017-10-09,368,15675,8,1,34206900,34206900,21263010,855173,"Road-250 Red, 44",Road-250,Red,42-46 CM,Road Bikes,Bikes,Jay Alonso,M,M,1990-04-10,Hof,Germany,Germany,Germany,Europe
SO47514-1,2017-10-09,377,15684,8,1,30541875,30541875,18489573,763547,"Road-250 Black, 52",Road-250,Black,48-52 CM,Road Bikes,Bikes,Tyrone Suarez,M,S,1964-10-07,Kiel,Germany,Germany,Germany,Europe
SO47526-1,2017-11-09,354,12215,10,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 42",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Karla She,F,M,1983-02-12,London,United Kingdom,United Kingdom,United Kingdom,Europe
SO47527-1,2017-11-09,360,28559,7,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Billy Gutierrez,M,M,1994-03-07,Tremblay-en-France,France,France,France,Europe
SO47544-1,2018-01-09,358,12694,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 38",Mountain-200,Black,38-40 CM,Mountain Bikes,Bikes,Jay Arthur,M,S,1992-11-01,St. Leonards,Australia,Australia,Australia,Pacific
SO47546-1,2018-02-09,360,28683,7,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Mallory Munoz,F,S,1990-09-10,Versailles,France,France,France,Europe
SO47553-1,2018-02-09,354,12698,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 42",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Mohamed Pal,M,M,1991-02-05,Port Macquarie,Australia,Australia,Australia,Pacific
SO47554-1,2018-02-09,362,12222,10,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Jenny Xu,F,M,1982-08-03,London,United Kingdom,United Kingdom,United Kingdom,Europe
SO47559-1,2018-03-09,362,12699,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Amy Chow,F,M,1991-06-03,Melbourne,Australia,Australia,Australia,Pacific
SO47560-1,2018-04-09,325,27053,6,1,10961860,10961860,6813892,274047,"Road-650 Red, 62",Road-650,Red,60-62 CM,Road Bikes,Bikes,Steven Cook,M,S,1980-12-03,Oak Bay,Canada,Canada,Canada,North America
SO47564-1,2018-04-09,356,12210,10,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Alan He,M,M,2000-01-09,London,United Kingdom,United Kingdom,United Kingdom,Europe
SO47565-1,2018-05-09,377,15697,8,1,30541875,30541875,18489573,763547,"Road-250 Black, 52",Road-250,Black,48-52 CM,Road Bikes,Bikes,Julia Morris,F,M,1973-06-07,Ingolstadt,Germany,Germany,Germany,Europe
SO47571-1,2018-06-09,377,14185,7,1,30541875,30541875,18489573,763547,"Road-250 Black, 52",Road-250,Black,48-52 CM,Road Bikes,Bikes,Frank Vazquez,M,S,1973-07-11,Les Ulis,France,France,France,Europe
SO47572-1,2018-06-09,368,29149,6,1,34206900,34206900,21263010,855173,"Road-250 Red, 44",Road-250,Red,42-46 CM,Road Bikes,Bikes,Ariana Bell,F,M,1982-08-08,Cliffside,Canada,Canada,Canada,North America
SO47578-1,2018-06-09,352,12687,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Marshall Li,M,S,1993-08-04,Coffs Harbour,Australia,Australia,Australia,Pacific
SO47581-1,2018-07-09,375,29152,6,1,30541875,30541875,18489573,763547,"Road-250 Black, 48",Road-250,Black,48-52 CM,Road Bikes,Bikes,Steven Sanders,M,M,1983-01-07,Vancouver,Canada,Canada,Canada,North America
SO47595-1,2018-09-09,369,14186,7,1,34206900,34206900,21263010,855173,"Road-250 Red, 48",Road-250,Red,48-52 CM,Road Bikes,Bikes,Katrina Tang,F,M,1974-02-06,Paris,France,France,France,Europe
SO47601-1,2018-10-09,379,14192,7,1,30541875,30541875,18489573,763547,"Road-250 Black, 58",Road-250,Black,54-58 CM,Road Bikes,Bikes,Ronald Kapoor,M,M,1971-11-08,Pantin,France,France,France,Europe
SO47606-1,2018-11-09,375,15928,8,1,30541875,30541875,18489573,763547,"Road-250 Black, 48",Road-250,Black,48-52 CM,Road Bikes,Bikes,Priscilla Pal,F,S,1976-08-05,Neunkirchen,Germany,Germany,Germany,Europe
SO47619-1,2018-12-09,356,12689,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Tamara Pal,F,S,1992-05-10,Caloundra,Australia,Australia,Australia,Pacific
SO47620-1,2018-12-09,352,12239,10,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Alberto Ramos,M,M,1962-01-06,London,United Kingdom,United Kingdom,United Kingdom,Europe
SO47629-1,2019-02-09,370,15685,8,1,34206900,34206900,21263010,855173,"Road-250 Red, 52",Road-250,Red,48-52 CM,Road Bikes,Bikes,Robin Vazquez,F,M,1964-09-06,Offenbach,Germany,Germany,Germany,Europe
SO47632-1,2019-02-09,343,27060,6,1,10961860,10961860,6813892,274047,"Road-650 Black, 52",Road-650,Black,48-52 CM,Road Bikes,Bikes,Lucas Coleman,M,M,1995-04-03,Port Hammond,Canada,Canada,Canada,North America
SO47634-1,2019-02-09,356,11570,8,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Kristin Andersen,F,M,1987-10-01,Berlin,Germany,Germany,Germany,Europe
SO47635-1,2019-02-09,354,12216,10,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 42",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Gerald Rodriguez,M,M,1982-02-04,Maidenhead,United Kingdom,United Kingdom,United Kingdom,Europe
SO47641-1,2019-04-09,321,27062,6,1,10961860,10961860,6813892,274047,"Road-650 Red, 58",Road-650,Red,54-58 CM,Road Bikes,Bikes,Edward Harris,M,S,1993-03-04,Sooke,Canada,Canada,Canada,North America
SO47644-1,2019-05-09,375,15693,8,1,30541875,30541875,18489573,763547,"Road-250 Black, 48",Road-250,Black,48-52 CM,Road Bikes,Bikes,Isabel Barnes,F,S,1975-07-07,Darmstadt,Germany,Germany,Germany,Europe
SO47648-1,2019-05-09,356,12263,10,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Emmanuel Garcia,M,S,1981-03-03,Milton Keynes,United Kingdom,United Kingdom,United Kingdom,Europe
SO47651-1,2019-06-09,377,25911,6,1,30541875,30541875,18489573,763547,"Road-250 Black, 52",Road-250,Black,48-52 CM,Road Bikes,Bikes,Alexandra Sanders,F,S,1998-02-04,Langford,Canada,Canada,Canada,North America
SO47735-1,2017-01-10,343,27084,6,1,10961860,10961860,6813892,274047,"Road-650 Black, 52",Road-650,Black,48-52 CM,Road Bikes,Bikes,Fernando Russell,M,M,1990-03-03,Westminster,Canada,Canada,Canada,North America
SO47736-1,2017-01-10,358,12705,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 38",Mountain-200,Black,38-40 CM,Mountain Bikes,Bikes,Andre Garcia,M,M,1989-10-08,Perth,Australia,Australia,Australia,Pacific
SO47743-1,2017-02-10,362,12988,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Barbara Goel,F,S,1991-02-01,Lane Cove,Australia,Australia,Australia,Pacific
SO47744-1,2017-02-10,360,12989,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Carly Goel,F,M,1990-01-11,Darlinghurst,Australia,Australia,Australia,Pacific
SO47745-1,2017-02-10,360,12998,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Mayra Mehta,F,S,1988-11-01,Matraville,Australia,Australia,Australia,Pacific
SO47764-1,2017-06-10,356,28711,7,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Rebekah Torres,F,M,1990-01-11,Colombes,France,France,France,Europe
SO47769-1,2017-06-10,360,12703,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Renee Suarez,F,M,1992-08-06,Lavender Bay,Australia,Australia,Australia,Pacific
SO47776-1,2017-07-10,352,13007,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Brooke Ward,F,S,1985-05-10,Townsville,Australia,Australia,Australia,Pacific
SO47784-1,2017-08-10,356,13078,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Michele Chande,F,S,1977-10-01,Silverwater,Australia,Australia,Australia,Pacific
SO47785-1,2017-09-10,356,28708,7,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Darryl Sun,M,S,1971-09-09,Metz,France,France,France,Europe
SO47786-1,2017-09-10,370,14719,7,1,34206900,34206900,21263010,855173,"Road-250 Red, 52",Road-250,Red,48-52 CM,Road Bikes,Bikes,Ronnie He,M,M,1990-08-04,Saint Ouen,France,France,France,Europe
SO47793-1,2017-11-10,368,14716,7,1,34206900,34206900,21263010,855173,"Road-250 Red, 44",Road-250,Red,42-46 CM,Road Bikes,Bikes,Shannon Zhou,F,S,1991-01-06,Metz,France,France,France,Europe
SO47798-1,2017-11-10,354,13000,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 42",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Rafael Raje,M,M,1990-08-09,Hobart,Australia,Australia,Australia,Pacific
SO47821-1,2018-01-10,352,13038,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Wilson Pais,M,M,1970-01-02,Lane Cove,Australia,Australia,Australia,Pacific
SO47822-1,2018-01-10,354,13051,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 42",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Ethan Jones,M,S,1976-03-11,Goulburn,Australia,Australia,Australia,Pacific
SO47829-1,2018-02-10,352,12706,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Louis Liang,M,M,1990-01-01,Hawthorne,Australia,Australia,Australia,Pacific
SO47836-1,2018-04-10,356,28707,7,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Sharon Raje,F,S,1973-03-04,Orly,France,France,France,Europe
SO47855-1,2018-06-10,354,12987,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 42",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Felicia Moreno,F,M,1989-12-05,Sunbury,Australia,Australia,Australia,Pacific
SO47856-1,2018-06-10,362,12995,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Grant Nara,M,M,1990-02-09,Port Macquarie,Australia,Australia,Australia,Pacific
SO47865-1,2018-07-10,352,12701,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Gary Gutierrez,M,M,1992-06-10,Newcastle,Australia,Australia,Australia,Pacific
SO47866-1,2018-07-10,352,12990,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Leslie Hernandez,F,S,1990-03-10,Hervey Bay,Australia,Australia,Australia,Pacific
SO47867-1,2018-07-10,360,12991,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Jésus Serrano,M,M,1988-12-03,Darlinghurst,Australia,Australia,Australia,Pacific
SO47878-1,2018-08-10,358,12702,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 38",Mountain-200,Black,38-40 CM,Mountain Bikes,Bikes,Yolanda Shan,F,M,1991-07-09,Townsville,Australia,Australia,Australia,Pacific
SO47880-1,2018-09-10,360,28689,7,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Kelvin Zhang,M,S,1991-03-05,Paris,France,France,France,Europe
SO47883-1,2018-09-10,352,26481,4,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Luke Young,M,M,1965-03-10,La Jolla,United States,Southwest,United States,North America
SO47886-1,2018-09-10,358,13011,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 38",Mountain-200,Black,38-40 CM,Mountain Bikes,Bikes,Anne Ortega,F,S,1985-04-05,Geelong,Australia,Australia,Australia,Pacific
SO47887-1,2018-09-10,356,13012,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Krystal Hu,F,S,1986-12-09,Goulburn,Australia,Australia,Australia,Pacific
SO47899-1,2018-11-10,358,12996,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 38",Mountain-200,Black,38-40 CM,Mountain Bikes,Bikes,Jaclyn Liu,F,M,1991-01-05,Cloverdale,Australia,Australia,Australia,Pacific
SO47901-1,2018-11-10,354,13075,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 42",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Kelvin Lin,M,M,1975-11-04,Bendigo,Australia,Australia,Australia,Pacific
SO47902-1,2018-11-10,360,13076,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Craig Munoz,M,S,1975-03-03,Perth,Australia,Australia,Australia,Pacific
SO47903-1,2018-12-10,368,14714,7,1,34206900,34206900,21263010,855173,"Road-250 Red, 44",Road-250,Red,42-46 CM,Road Bikes,Bikes,Meghan Diaz,F,S,1990-11-08,Orleans,France,France,France,Europe
SO47905-1,2018-12-10,373,29336,6,1,30541875,30541875,18489573,763547,"Road-250 Black, 44",Road-250,Black,42-46 CM,Road Bikes,Bikes,Nathaniel Bailey,M,S,1999-05-07,Shawnee,Canada,Canada,Canada,North America
SO47906-1,2018-12-10,339,27082,6,1,10961860,10961860,6813892,274047,"Road-650 Black, 44",Road-650,Black,42-46 CM,Road Bikes,Bikes,Zachary Taylor,M,M,1990-08-03,Port Hammond,Canada,Canada,Canada,North America
SO47909-1,2018-12-10,356,12999,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Nichole Shen,F,S,1988-08-06,Malabar,Australia,Australia,Australia,Pacific
SO47910-1,2018-12-10,352,13049,9,1,28999874,28999874,15649983,724997,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Autumn Wang,F,M,1973-06-07,Gold Coast,Australia,Australia,Australia,Pacific
SO47911-1,2018-12-10,358,13077,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 38",Mountain-200,Black,38-40 CM,Mountain Bikes,Bikes,Alejandro Goel,M,S,1977-12-05,Rhodes,Australia,Australia,Australia,Pacific
SO47912-1,2019-01-10,360,28724,7,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Marvin Navarro,M,S,1994-07-10,Paris,France,France,France,Europe
SO47913-1,2019-01-10,368,29159,6,1,34206900,34206900,21263010,855173,"Road-250 Red, 44",Road-250,Red,42-46 CM,Road Bikes,Bikes,Emma Morgan,F,M,1981-02-07,Vancouver,Canada,Canada,Canada,North America
SO47917-1,2019-01-10,358,13001,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 38",Mountain-200,Black,38-40 CM,Mountain Bikes,Bikes,Clarence Zhang,M,S,1989-06-09,Sunbury,Australia,Australia,Australia,Pacific
SO47918-1,2019-01-10,362,13006,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Whitney Rana,F,S,1987-09-04,Geelong,Australia,Australia,Australia,Pacific
SO47926-1,2019-02-10,360,13079,9,1,28687375,28687375,15481340,717185,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Edwin Bhat,M,S,1979-02-02,South Melbourne,Australia,Australia,Australia,Pacific
SO47928-1,2019-03-10,377,29154,6,1,30541875,30541875,18489573,763547,"Road-250 Black, 52",Road-250,Black,48-52 CM,Road Bikes,Bikes,Eduardo Bennett,M,S,1988-04-09,Langley,Canada,Canada,Canada,North America
SO47929-1,2019-03-10,368,29281,6,1,34206900,34206900,21263010,855173,"Road-250 Red, 44",Road-250,Red,42-46 CM,Road Bikes,Bikes,Charles Anderson,M,S,1972-02-02,Vancouver,Canada,Canada,Canada,North America
